eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
1.99E+11,1986,12,28,,0,,217,United States,1,North America,Puerto Rico,Yauco,18.03496,-66.849844,1,0,,"12/28/1986: In a series of related incidents, unknown perpetrators detonated a bomb inside a military vehicle at the Puerto Rican National Guard Armory in Yauco Puerto Rico.  There were no casualties and the explosion caused minor damage.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Puerto Rican National Guard Armory,"Puerto Rican National Guard Armory, Yauco, Puerto Rico",163,Puerto Rico,,,,,,,,,,,,,,,,,Puerto Rican Nationalists,,,,,,Unknown,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,15,Vehicle,,,,,,,,,,,,,Car bomb,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,minor damage,0,,,,,,,0,,,,,,,,,,"""FBI Analysis of Terrorist Incidents in the United States 1986,"" Terrorist Research and Analytical Center, Terrorism Section Criminal Investigative Division, FBI, 1986.","Harvey W. Kushner, ""Encyclopedia of Terrorism,"" Sage Publications, 2003.",,Hewitt Project,0,0,0,0,"198612280008, 198612280009"
1.99E+11,1986,12,28,,0,,217,United States,1,North America,Puerto Rico,Guayama,17.984055,-66.113657,1,0,,"12/28/1986: In a series of related incidents, unknown perpetrators placed an explosive device near the United States Post Office in Guayama, Puerto Rico.  The bomb was discovered and subsequently disarmed.",1,1,1,0,,,1,0,0,3,Bombing/Explosion,,,,,2,Government (General),21,Government Building/Facility/Office,United State Post Office,"United State Post Office, Guayama, Puerto Rico",217,United States,,,,,,,,,,,,,,,,,Puerto Rican Nationalists,,,,,,Unknown,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,explosive device,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,,"""FBI Analysis of Terrorist Incidents in the United States 1986,"" Terrorist Research and Analytical Center, Terrorism Section Criminal Investigative Division, FBI, 1986.","Harvey W. Kushner, ""Encyclopedia of Terrorism,"" Sage Publications, 2003.",,Hewitt Project,0,0,0,0,"198612280009, 198612280008"
1.99E+11,1987,1,6,,0,,217,United States,1,North America,Illinois,Rockford,42.271817,-89.094544,1,0,,"1/6/1987: David Holman set a fire at the Northern Illinois Women's Center in Rockford, Illinois, United States.  There were no casualties but the abortion clinic sustained $300 in damages.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,5,Abortion Related,40,Clinics,,Northern Illinois Women's Center,217,United States,,,,,,,,,,,,,,,,,Anti-Abortion extremists,,,,,,To protest the practice of abortion and to sabotage abortion facilities operating in Illinois.,0,,,0,1,1,0,,,,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),300,Minimal damage,0,,,,,,,0,,,,,,,,,"This was one of five total attacks against the Northern Illinois Women's Center in seven month period (198605130017, 198610310007, 198612100008, and 198611250003).  David Holman was convicted of setting the fire in this incident as well as two others (198612100008 and 198611250003).  The abortion clinic had previously been the subject of many picketers.","""Clinic Fire Suspect,"" Pittsburgh Press, January 13, 1987.","John O'Brien, ""Janitor Charged In Arson At  Abortion Clinic,"" Chicago Tribune, January 14, 1987.","""White House Aid Quits,"" St. Petersburg Times, January 14, 1987.",Anti-Abortion Project 2010,-9,-9,0,-9,
1.99E+11,1987,1,27,,0,,217,United States,1,North America,Minnesota,Minneapolis,44.979035,-93.264929,1,0,,"1/27/1987: Mark J. Bundlie set fire to the door at the Midwest Health Center for Women in Minneapolis, Minnesota, United States.  There were no casualties but the abortion clinic sustained $1,500 in damages.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,5,Abortion Related,40,Clinics,,Midwest Health Center for Women,217,United States,,,,,,,,,,,,,,,,,Anti-Abortion extremists,,,,,,To protest the practice of abortion and to sabotage abortion facilities operating in Minnesota.,0,,,0,1,1,0,,,,,,,,,,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),1500,,0,,,,,,,0,,,,,,,,,,"Chuck Haga, ""Clinic Firebombing Stirs Fear of Emerging Pattern,"" Star Tribune, September 19, 1987.","Chuck Haga, ""A Look Back: The Struggle Has Been Long and Bitter in Minnesota,"" Star Tribune, July 4, 1989.","""Chronological History of Arsons and Bombings Against Abortion Providers,"" National Abortion Federation.",Anti-Abortion Project 2010,-9,-9,0,-9,
1.99E+11,1987,2,20,,0,,217,United States,1,North America,Utah,Salt Lake City,40.759505,-111.888229,1,0,,,1,1,1,-9,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,7,Retail/Grocery/Bakery,CAAMS Inc.,"Gary Wright, Vice President, CAAMS Inc.",217,United States,,,,,,,,,,,,,,,,,Anti-Technology extremists,,,,,,,0,,,1,1,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Bomb in wooden casing,0,0,,1,1,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,HSI,-9,-9,0,-9,
1.99E+11,1987,2,23,,0,,217,United States,1,North America,Ohio,Cincinnati,39.103175,-84.511981,1,0,Outside of building,"2/23/1987: John Alan Brockhoeft placed a pipe bomb outside of the Margaret Sanger Center of Planned Parenthood clinic in Cincinnati, Ohio, United States.  The bomb was discovered and subsequently removed.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,5,Abortion Related,40,Clinics,Planned Parenthood,Margaret Sanger Center of Planned Parenthood,217,United States,,,,,,,,,,,,,,,,,Anti-Abortion extremists,,,,,,To protest the practice of abortion and to sabotage abortion facilities operating in Ohio.,0,,,0,1,1,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,,,,,,,,,,,,,Pipe bomb,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,The abortion clinic was previously the subject of many protests.,"""Pipe Bomb Found at Abortion Clinic,"" Associated Press, February 23, 1987.","""Abortion Foe is Charged in 1985 Bombing,"" Daily News, June 21, 1990.","Benjamin Marrison, ""Woman Indicted In Fires At Local Abortion Clinics,"" Toledo Blade, October 28, 1987.",Anti-Abortion Project 2010,-9,-9,0,-9,
1.99E+11,1987,3,2,,0,,217,United States,1,North America,California,Laguna Niguel,33.522526,-117.707553,1,0,,"3/2/1987: Dean Harvey Hicks, the sole member of Up the IRS, Inc, fired homemade mortars at the Chet Holifield Federal Building which housed several Internal Revenue Service offices in Laguna Niguel, California, United States.  Due to a design flaw, no shells exploded and the building did not sustain any damages.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,2,Government (General),21,Government Building/Facility/Office,Building housing Internal Revenue Service offices,"Internal Revenue Service building, Laguna Niguel California",217,United States,,,,,,,,,,,,,,,,,"Up the IRS, Inc",,,,,,To protest the IRS and the taxation system of the United States government,0,,,0,1,1,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)",,,,,,,,,,,,,Five mortar shells consisting of small pipe nipples launched from a homemade firing device,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,"In 1991, Dean Harvey Hicks pled guilty to committing this attack.  Over a year after this incident, Hicks was accused of placing a pipe bomb at a utility pole that supplied power to the Chet Holifield Federal Building (198807080006).","United States Court of Appeals for the Ninth Circuit, ""United States of America v. Dean Harvey Hicks,"" No. 92-50127, June 28, 1993","Brent L. Smith and Kelly R. Damphousse, ""Pre-Incident Indicators of Terrorist Incidents; The Identification of Behavioral, Geographic, and Temporal Patterns of Preparatory Conduct,"" United States Department of Justice, May 2006.","""Orange County Electrical Engineer Pleads Guilty to IRS Bombings,"" Business Wire, August 14, 1991.",Hewitt Project,0,0,0,0,
1.99E+11,1987,3,8,,0,,217,United States,1,North America,Ohio,Toledo,41.65381,-83.536259,1,0,,"3/8/1987: Marjorie Reed set fire to the Toledo Medical Services in Toledo, Ohio, United States.  There were no casualties but the building sustained $1,000 in damages.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,5,Abortion Related,40,Clinics,,Toledo Medical Services,217,United States,,,,,,,,,,,,,,,,,Anti-Abortion extremists,,,,,,To protest the practice of abortion and to sabotage abortion facilities operating in Ohio.,0,,,0,1,1,0,,,,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),1000,,0,,,,,,,0,,,,,,,,,This was the third time in a two year period that Marjorie Reed set a fire at the Toledo Medical Services abortion clinic (198512310002 and 198706080015).,"Benjamin Marrison, ""Woman Indicted In Fires At Local Abortion Clinics,"" Toledo Blade, October 28, 1987.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.","""Chronological History of Arsons and Bombings Against Abortion Providers,"" National Abortion Federation.",Anti-Abortion Project 2010,-9,-9,0,-9,
1.99E+11,1987,4,16,,0,,217,United States,1,North America,California,Davis,38.538232,-121.761712,1,0,,"04/16/1987: A fire set to the animal diagnostic center at the Veterinary Medicine Research Building at the University of California-Davis, in the United States, partially destroyed the building, causing an estimated $3,500,000 in damages. Additionally, vandals slashed tires and painted slogans such as ""Animal Liberation Front"" and ""Stop the Torture,"" on about seventeen parked cars including university vehicles, in lots on the campus, about a half-mile from the fire. There were no casualties in the incident.  Hand-printed notes, signed ""ALF,"" for Animal Liberation Front, claimed the vandalism of vehicles was ""to retaliate in the name of thousands of animals tortured each year in campus labs."" The notes were slipped under the front door of a building in Sacramento housing offices of both The Associated Press and United Press International.  Additionally, in an anonymous telephone call made to a Sacramento television station after the fire, the caller stated that ALF was responsible for the arson as well.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,8,Educational Institution,49,School/University/Educational Building,University of California-Davis,Veterinary Medicine Research Facility meant to house the animal diagnostic center (which was in the process of construction) at the University of California-Davis,217,United States,,,,,,,,,,,,,,,,,Animal Liberation Front (ALF),,,,,,"To protest the ""torture"" of thousands of animals in campus labs each year.",0,,,0,-99,-99,1,9,Other,,,,,,,0,8,Incendiary,18,Arson/Fire,11,Sabotage Equipment,,,,,,,,,,,,0,0,0,0,0,0,1,2,Major (likely > $1 million but < $1 billion),1000000,partially destroyed the building and damaged university vehicles,0,,,,,,,0,,,,,,,,,"Though the notes left by ALF made no mention of the fire, an anonymous caller to a television station in Sacramento later claimed that ALF was responsible for the arson, so the incident was claimed by both letter and phone.","FBI, ""Terrorism in the United States: 1988,"" Terrorist Research and Analytical Center, Counterterrorism Section Criminal Investigative Division, FBI, December 31, 1988.","""Fire Damages University Building,"" The Associated Press, April 16, 1987.","Jan Haag, The Associated Press, April 16, 1987.",Eco Project 2010,0,1,0,1,
1.99E+11,1987,4,19,,0,,217,United States,1,North America,Montana,Missoula,46.87278,-113.996234,1,0,1 at unoccupied police vehicle parked outside Ciy Hall,"04/19/1987: A bomb explosion destroyed a 1984 unmarked, unoccupied police car, which was parked outside Missoula City Hall in Missoula, Montana, United States.  The blast also shattered windows in City Hall and other nearby buildings, but no injuries resulted from the incident.  About five minutes after the explosion, a male caller, claiming to be a member of the Aryan Nation white supremacist group, phoned an emergency number and claimed responsibility for the incident, stating that the group was tired of harassment from law enforcement agencies.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,3,Police,23,Police Patrol (including vehicles and convoys),Montana Police,"unoccupied police car in Missoula, Montana",217,United States,,,,,,,,,,,,,,,,,Aryan Nation,,,,,,"Suspected to be because white supremacist group, Aryan Nation, was tired of being harassed by law enforcement agencies",1,,,0,-99,-99,1,2,Call (post-incident),,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,"the bomb type is unknown, but the explosive was placed underneath the car, and blew a hole about 18 inches square and 4 inches deep in the asphalt under the front passenger seat",0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,"destroyed police car and shattered windows in City Hall and surrounding buildings; blew a hole about 18 inches square and 4 inches deep in the asphalt under the front passenger seat; two other unmarked police cars that were adjacent to the exploded one, sustained minor damages",0,,,,,,,,,,,,,,,,"The explosion occurred at about 3:10am.  It appears three phone calls were made to emergency numbers, all from the same male caller stating he was a member of the Aryan Nation and claiming responsibility for the bombing on behalf of the group.","""Bomb Destroys Police Car,"" The Associated Press, April 19, 1987.","""Team hunts bomb clues in Missoula,"" Spokane Chronicle, Washington,  April 20,1987.","""Bomb rips police car in Missoula,"" The Spokesman-Review, Spokane, Washington, April 20, 1987.",Hewitt Project,0,0,0,0,
1.99E+11,1987,5,1,,0,,217,United States,1,North America,Florida,Hialeah,25.857518,-80.278182,1,0,7 East 44th Street,"5/1/1987: Unknown perpetrators bombed Almacen El Espanol in Hialeah, Florida, United States.  There were no casualties but the bomb caused slight structural damage to the building.  Almacen El Espanol was a business establishment that sent pharmaceutical supplies to Cuba.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,,,United States based business sending supplies to Cuba,Almacen El Espanol,217,United States,,,,,,,,,,,,,,,,,Cuban Exiles,,,,,,To protest United States based businesses that send supplies to Cuba,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,,,,,,,,,,,,,Small pipe bomb containing black powder that was ignited by firecracker fuses,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Slight structural damage,0,,,,,,,0,,,,,,,,,There were two other bombings against companies that sold supplies to Cuba in the Miami area during May 1987 (198705020004 and 198705250017).,"""Terrorism in the United States 1987,"" Terrorist Research and Analytical Center, Counterterrorism Section Criminal Investigative Division, FBI, December 31, 1987.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",,Hewitt Project,1,1,0,1,
1.99E+11,1987,5,2,,0,,217,United States,1,North America,Florida,Miami,25.764367,-80.201529,1,0,2319 Street,"5/2/1987: Unknown perpetrators bombed Cubanacan in Miami, Florida, United States.  There were no casualties but the front door of the building was damaged.  Cubanacan was a business establishment that sent pharmaceutical supplies to Cuba.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,,,United States based business sending supplies to Cuba,Cubanacan,217,United States,,,,,,,,,,,,,,,,,Cuban Exiles,,,,,,To protest United States based businesses that send supplies to Cuba,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,,,,,,,,,,,,,Pipe bomb around six inches long with two end caps and possibly containing black powder,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Front door damaged,0,,,,,,,0,,,,,,,,,There were two other bombings against companies that sold supplies to Cuba in the Miami area during May 1987 (198705010018 and 198705250017).,"""Terrorism in the United States 1987,"" Terrorist Research and Analytical Center, Counterterrorism Section Criminal Investigative Division, FBI, December 31, 1987.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",,Hewitt Project,1,1,0,1,
1.99E+11,1987,5,25,,0,,217,United States,1,North America,Puerto Rico,San Juan,18.46617,-66.106654,1,0,,,1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,3,Bank/Commerce,bank,city bank,163,Puerto Rico,,,,,,,,,,,,,,,,,Guerrilla Forces for Liberation,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,"198705250007, 198705250008, 198705250009, 198705250010, 198705250011, 198705250012, 198705250019"
1.99E+11,1987,5,25,,0,,217,United States,1,North America,Puerto Rico,San Juan,18.46617,-66.106654,1,0,,,1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,3,Bank/Commerce,us bank,citibank,217,United States,,,,,,,,,,,,,,,,,Guerrilla Forces for Liberation,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,"198705250008, 198705250007, 198705250009, 198705250010, 198705250011, 198705250012, 198705250019"
1.99E+11,1987,5,25,,0,,217,United States,1,North America,Puerto Rico,San Juan,18.46617,-66.106654,1,0,,,1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,3,Bank/Commerce,u.s. bank,bank of boston,217,United States,,,,,,,,,,,,,,,,,Guerrilla Forces for Liberation,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,"198705250009, 198705250007, 198705250008, 198705250010, 198705250011, 198705250012, 198705250019"
1.99E+11,1987,5,25,,0,,217,United States,1,North America,Puerto Rico,Aibonito,18.13996,-66.266,1,0,,,1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,2,Government (General),21,Government Building/Facility/Office,postal service,post office,217,United States,,,,,,,,,,,,,,,,,Guerrilla Forces for Liberation,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,"198705250010, 198705250007, 198705250008, 198705250009, 198705250011, 198705250012, 198705250019"
1.99E+11,1987,5,25,,0,,217,United States,1,North America,Puerto Rico,Ponce,18.011091,-66.614182,1,0,,,1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,7,Government (Diplomatic),46,Embassy/Consulate,U.S. customs service,"officee, customs",217,United States,,,,,,,,,,,,,,,,,Guerrilla Forces for Liberation,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,"198705250011, 198705250007, 198705250008, 198705250009, 198705250010, 198705250012, 198705250019"
1.99E+11,1987,5,25,,0,,217,United States,1,North America,Puerto Rico,San Juan,18.46617,-66.106654,1,0,,,1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,3,Police,23,Police Patrol (including vehicles and convoys),San Juan police,bomb disposal truck,217,United States,,,,,,,,,,,,,,,,,Guerrilla Forces for Liberation,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,0,0,0,0,"198705250012, 198705250007, 198705250008, 198705250009, 198705250010, 198705250011, 198705250019"
1.99E+11,1987,5,25,,0,,217,United States,1,North America,Florida,Miami,25.764367,-80.201529,1,0,,,1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,,,unknown,Business that transports goods to Cuba,,,,,,,,,,,,,,,,,,,Anti-Castro Group,,,,,,,0,,,0,,,,,,,,,,,,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0,0,0,0,0,0,1,,,,,0,,,,,,,0,,,,,,,,,,,,,HSI,1,-9,-9,1,
1.99E+11,1987,5,25,,0,,217,United States,1,North America,Puerto Rico,Caguas,18.238724,-66.035227,1,0,,"5/25/1987: In a series of related attacks, the Guerrilla Forces for Liberation bombed the New York Department Store in Caguas, Puerto Rico.  Another bomb at the site failed to explode.  There were no casualties but the store was damaged.",1,1,1,0,,,1,1,0,3,Bombing/Explosion,,,,,1,Business,7,Retail/Grocery/Bakery,New York Department Store,"New York Department Store, Caguas Puerto Rico",217,United States,,,,,,,,,,,,,,,,,Guerrilla Forces for Liberation,,,,,,To protest United States presence in Puerto Rico,0,,,0,-99,-99,1,2,Call (post-incident),,,,,,,,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,,,,,,,,,,,,,Pipe bomb filled with black powder placed in a brown paper bag,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,,0,,,,,,,0,,,,,,,,,"This is part of a multiple attack with 198705250007, 198705250008, 198705250009, 198705250010, 198705250011, and 198705250012.  The Guerrilla Forces for Liberation claimed these attacks with an anonymous phone call to a Ponce Radio Station.","""Terrorism in the United States 1987,"" Terrorist Research and Analytical Center, Counterterrorism Section Criminal Investigative Division, FBI, December 31, 1987.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",,Hewitt Project,0,0,0,0,"198705250019, 198705250007, 198705250008, 198705250009, 198705250010, 198705250011, 198705250012"
1.99E+11,1987,6,8,,0,,217,United States,1,North America,Ohio,Toledo,41.65381,-83.536259,1,0,,"6/8/1987: Marjorie Reed set fire to the Toledo Medical Services in Toledo, Ohio, United States.  There were no casualties but the building sustained $200 in damages.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,5,Abortion Related,40,Clinics,,Toledo Medical Services,217,United States,,,,,,,,,,,,,,,,,Anti-Abortion extremists,,,,,,To protest the practice of abortion and to sabotage abortion facilities operating in Ohio.,0,,,0,1,1,0,,,,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,"Authorities believed the fire was ignited using xylene, a chemical in cleaning solvents.",0,0,0,0,0,0,1,3,Minor (likely < $1 million),200,Exterior of clinic damaged.,0,,,,,,,0,,,,,,,,,Authorities were first notified of the fire at 5:06 AM.  This was the third time in a two year period that Marjorie Reed set a fire at the Toledo Medical Services abortion clinic (198512310002 and 198703080007).,"Benjamin Marrison, ""Woman Indicted In Fires At Local Abortion Clinics,"" Toledo Blade, October 28, 1987.","""Arrest Anti-Abortion Activist,"" The Bryan Times, October 18, 1989.","""Activist Faces Prison, Fines For Setting Abortion Clinic Fires,"" Columbus Dispatch, January 28, 1992.",Anti-Abortion Project 2010,-9,-9,0,-9,
1.99E+11,1987,7,27,,0,,217,United States,1,North America,California,San Diego,32.715695,-117.161719,1,0,Bomb placed underneath stairwell of building.,"7/27/1987: Eric Everett Svelmoe placed a bomb at the Family Planning Associates Medical Group clinic in San Diego, California, United States.  The bomb at the abortion clinic was discovered by authorities and subsequently removed.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,5,Abortion Related,40,Clinics,"Family Planning Associates, INC.",Family Planning Associates Medical Group,217,United States,,,,,,,,,,,,,,,,,Anti-Abortion extremists,,,,,,To protest the practice of abortion and to sabotage abortion facilities operating in California.,0,,,0,1,1,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,14,Time Fuse,,,,,,,,,,,,,Pipe bomb taped to two gallon can of gasoline.,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,"Eric Svelmoe placed the bomb inside the abortion clinic at 3:00 AM.  Shortly after, he was arrested by authorities.","Gene Yasuda, ""Man Held In Bomb Attempt on Family Planning Clinic,"" Los Angeles Times, July 28, 1987.","David Hasemyer and William Polk, ""Pistol Traced to the Son of Jailed Pastor,"" San Diego Union-Tribune, December 10, 1987.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",Anti-Abortion Project 2010,-9,-9,0,-9,
1.99E+11,1987,7,30,,0,,217,United States,1,North America,Florida,Miami,25.764367,-80.201529,1,0,,"7/30/1987: Unknown perpetrators bombed the Machi Community Service building in Miami, Florida, United States.  There were no casualties but the facility sustained slight structural damage.  Machi Community Service sent supplies and airline tickets to Cuba.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,82,Labor Union Related,United States based institution sending supplies to Cuba,Machi Community Service,217,United States,,,,,,,,,,,,,,,,,Cuban Exiles,,,,,,To protest United States based institutions that send supplies to Cuba,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,,,,,,,,,,,,,Pipe bomb,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Minor structural damage,0,,,,,,,0,,,,,,,,,"The bomb detonated around 1:00 AM.  After the incident, a Miami radio station was contacted by an anonymous caller who stated that the Machi Community Center was bombed because it sends airline tickets and other supplies to Cuba.","""Terrorism in the United States 1987,"" Terrorist Research and Analytical Center, Counterterrorism Section Criminal Investigative Division, FBI, December 31, 1987.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",,Hewitt Project,1,1,0,1,
1.99E+11,1987,8,0,,0,,217,United States,1,North America,North Dakota,Fargo,46.877257,-96.790247,1,0,,"8/0/1987: Scott P. Garman and an unnamed juvenile firebombed the Fargo Women's Health Organization in North Dakota, United States.  There were no casualties, but the abortion clinic sustained $500 in damages.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,5,Abortion Related,40,Clinics,"National Women's Health Organization, Inc.",Fargo Women's Health Organization,217,United States,,,,,,,,,,,,,,,,,Anti-Abortion extremists,,,,,,To protest the practice of abortion and to sabotage abortion facilities operating in North Dakota.,0,,,0,2,2,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb consisting of gasoline,0,0,0,0,0,0,1,3,Minor (likely < $1 million),500,,0,,,,,,,0,,,,,,,,,,"""Latest Arrests Bring Alcohol, Tobacco and Firearms Solution Rate of Abortion Bombings/Arson Attacks to 64 Percent,"" PR Newswire, November 2, 1988.","""Arrest Anti-Abortion Activist,"" The Bryan Times, October 18, 1989.","""Chronological History of Arsons and Bombings Against Abortion Providers,"" National Abortion Federation.",Anti-Abortion Project 2010,-9,-9,0,-9,
